date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:27:09	23111/23111	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:07%20GMT	http://dokari.co.id/category/travel-jakarta/	G:/Others/Httrack%20websites/dokari/category/travel-jakarta/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:10	23111/23111	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:07%20GMT	http://dokari.co.id/category/travel-lampung/	G:/Others/Httrack%20websites/dokari/category/travel-lampung/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:11	21268/21268	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:08%20GMT	http://dokari.co.id/tag/agen-travel-lampung/	G:/Others/Httrack%20websites/dokari/tag/agen-travel-lampung/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:12	21322/21322	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:09%20GMT	http://dokari.co.id/tag/agen-travel-lampung-murah/	G:/Others/Httrack%20websites/dokari/tag/agen-travel-lampung-murah/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:16	21322/21322	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:13%20GMT	http://dokari.co.id/tag/agen-travel-mobil-lampung/	G:/Others/Httrack%20websites/dokari/tag/agen-travel-mobil-lampung/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:16	21276/21276	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:13%20GMT	http://dokari.co.id/tag/mobil-travel/	G:/Others/Httrack%20websites/dokari/tag/mobil-travel/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:17	21584/21584	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:14%20GMT	http://dokari.co.id/tag/travel-jakarta-lampung/	G:/Others/Httrack%20websites/dokari/tag/travel-jakarta-lampung/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:17	23187/23187	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:15%20GMT	http://dokari.co.id/tag/travel-jakarta-lampung-pp/	G:/Others/Httrack%20websites/dokari/tag/travel-jakarta-lampung-pp/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:22	21330/21330	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:20%20GMT	http://dokari.co.id/tag/travel-jalur-darat/	G:/Others/Httrack%20websites/dokari/tag/travel-jalur-darat/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:22	21692/21692	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:20%20GMT	http://dokari.co.id/tag/travel-murah-di-jakarta-ke-lampung/	G:/Others/Httrack%20websites/dokari/tag/travel-murah-di-jakarta-ke-lampung/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
13:27:23	21419/21419	U--MCZ	200	updated ('OK')	text/html	date:Fri,%2013%20Sep%202019%2006:27:20%20GMT	http://dokari.co.id/tag/travel-murah-jakarta-lampung/	G:/Others/Httrack%20websites/dokari/tag/travel-murah-jakarta-lampung/index.html	(from http://dokari.co.id/menikmati-perjalanan-travel-lampung-dokari-tranz/)
